2024-04-25 13:40:05,711 INFO    Thread-11 (_run_job):433955 [wandb_setup.py:_flush():76] Current SDK version is 0.16.6
2024-04-25 13:40:05,712 INFO    Thread-11 (_run_job):433955 [wandb_setup.py:_flush():76] Configure stats pid to 433955
2024-04-25 13:40:05,712 INFO    Thread-11 (_run_job):433955 [wandb_setup.py:_flush():76] Loading settings from /home/robert/.config/wandb/settings
2024-04-25 13:40:05,712 INFO    Thread-11 (_run_job):433955 [wandb_setup.py:_flush():76] Loading settings from /home/robert/projects/ann/wandb/settings
2024-04-25 13:40:05,712 INFO    Thread-11 (_run_job):433955 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'sweep-laptop-2', 'entity': 'robert-jacobs', 'root_dir': '/home/robert/projects/ann', 'run_id': '7d5wwsai', 'sweep_param_path': '/home/robert/projects/ann/wandb/sweep-z40j3m0x/config-7d5wwsai.yaml', 'sweep_id': 'z40j3m0x'}
2024-04-25 13:40:05,712 INFO    Thread-11 (_run_job):433955 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-04-25 13:40:05,712 INFO    Thread-11 (_run_job):433955 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-04-25 13:40:05,712 INFO    Thread-11 (_run_job):433955 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-04-25 13:40:05,712 INFO    Thread-11 (_run_job):433955 [wandb_init.py:_log_setup():521] Logging user logs to /home/robert/projects/ann/wandb/run-20240425_134005-7d5wwsai/logs/debug.log
2024-04-25 13:40:05,712 INFO    Thread-11 (_run_job):433955 [wandb_init.py:_log_setup():522] Logging internal logs to /home/robert/projects/ann/wandb/run-20240425_134005-7d5wwsai/logs/debug-internal.log
2024-04-25 13:40:05,712 INFO    Thread-11 (_run_job):433955 [wandb_init.py:_jupyter_setup():467] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7fbdf02e54d0>
2024-04-25 13:40:05,712 INFO    Thread-11 (_run_job):433955 [wandb_init.py:init():561] calling init triggers
2024-04-25 13:40:05,712 INFO    Thread-11 (_run_job):433955 [wandb_init.py:init():568] wandb.init called with sweep_config: {'batch_size': 32, 'dropout': 0.4, 'epochs': 1, 'learning_rate': 0.005, 'optimizer': 'sgd'}
config: {}
2024-04-25 13:40:05,712 INFO    Thread-11 (_run_job):433955 [wandb_init.py:init():611] starting backend
2024-04-25 13:40:05,712 INFO    Thread-11 (_run_job):433955 [wandb_init.py:init():615] setting up manager
2024-04-25 13:40:05,716 INFO    Thread-11 (_run_job):433955 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-04-25 13:40:05,716 INFO    Thread-11 (_run_job):433955 [wandb_init.py:init():623] backend started and connected
2024-04-25 13:40:05,720 INFO    Thread-11 (_run_job):433955 [wandb_run.py:_config_callback():1347] config_cb None None {'batch_size': 32, 'dropout': 0.4, 'epochs': 1, 'learning_rate': 0.005, 'optimizer': 'sgd'}
2024-04-25 13:40:05,720 INFO    Thread-11 (_run_job):433955 [wandb_run.py:_label_probe_notebook():1299] probe notebook
2024-04-25 13:40:05,720 INFO    Thread-11 (_run_job):433955 [wandb_run.py:_label_probe_notebook():1309] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2024-04-25 13:40:05,720 INFO    Thread-11 (_run_job):433955 [wandb_init.py:init():715] updated telemetry
2024-04-25 13:40:05,721 INFO    Thread-11 (_run_job):433955 [wandb_init.py:init():748] communicating run to backend with 90.0 second timeout
2024-04-25 13:40:06,072 INFO    Thread-11 (_run_job):433955 [wandb_run.py:_on_init():2357] communicating current version
2024-04-25 13:40:06,129 INFO    Thread-11 (_run_job):433955 [wandb_run.py:_on_init():2366] got version response 
2024-04-25 13:40:06,129 INFO    Thread-11 (_run_job):433955 [wandb_init.py:init():799] starting run threads in backend
2024-04-25 13:40:07,926 INFO    Thread-11 (_run_job):433955 [wandb_run.py:_console_start():2335] atexit reg
2024-04-25 13:40:07,926 INFO    Thread-11 (_run_job):433955 [wandb_run.py:_redirect():2190] redirect: wrap_raw
2024-04-25 13:40:07,926 INFO    Thread-11 (_run_job):433955 [wandb_run.py:_redirect():2255] Wrapping output streams.
2024-04-25 13:40:07,926 INFO    Thread-11 (_run_job):433955 [wandb_run.py:_redirect():2280] Redirects installed.
2024-04-25 13:40:07,927 INFO    Thread-11 (_run_job):433955 [wandb_init.py:init():842] run started, returning control to user process
2024-04-25 13:40:57,252 INFO    MainThread:433955 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-25 13:40:57,252 INFO    MainThread:433955 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-25 13:41:00,007 INFO    Thread-11 (_run_job):433955 [wandb_run.py:_finish():2064] finishing run robert-jacobs/sweep-laptop-2/7d5wwsai
2024-04-25 13:41:00,007 ERROR   Thread-11 (_run_job):433955 [jupyter.py:save_history():437] Run pip install nbformat to save notebook history
2024-04-25 13:41:00,007 INFO    Thread-11 (_run_job):433955 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-25 13:41:00,007 INFO    Thread-11 (_run_job):433955 [wandb_init.py:_jupyter_teardown():449] cleaning up jupyter logic
2024-04-25 13:41:00,007 INFO    Thread-11 (_run_job):433955 [wandb_run.py:_atexit_cleanup():2304] got exitcode: 1
2024-04-25 13:41:00,007 INFO    Thread-11 (_run_job):433955 [wandb_run.py:_restore():2287] restore
2024-04-25 13:41:00,007 INFO    Thread-11 (_run_job):433955 [wandb_run.py:_restore():2293] restore done
